SampleID	BioProject	group	observed	chao1	diversity_shannon	evenness_pielou	dominance_dbp	rarity_log_modulo_skewness	phylogenetic_div	MNTD
SRR10097907	PRJNA564811	Burned	672	672	5.805986085	0.891821151	0.043923048	2.061392944	53.71468777	0.046297355
SRR10097908	PRJNA564811	Burned	181	181	4.149258357	0.798164995	0.086941717	2.056771877	14.47142612	0.035330586
SRR10097909	PRJNA564811	Burned	229	229	4.732330569	0.870918786	0.098115225	2.061371356	18.11785767	0.036679662
SRR10097910	PRJNA564811	Burned	206	206	4.783945219	0.897908485	0.049165597	2.061423036	23.80571231	0.084285143
SRR10097911	PRJNA564811	Burned	195	195	4.576705605	0.867951069	0.060890887	2.06127758	17.14158868	0.064245856
SRR10097912	PRJNA564811	Burned	225	225	4.618020918	0.852646845	0.065164707	2.061176161	18.58400635	0.061253158
SRR10097913	PRJNA564811	Burned	326	326	5.156879116	0.891130216	0.047751249	2.061410155	30.73090271	0.068656604
SRR10097914	PRJNA564811	Burned	184	184	4.558575771	0.874138433	0.052261428	2.061423036	18.55334062	0.052866292
SRR10097917	PRJNA564811	Unburned	221	221	4.684775282	0.867846255	0.058778915	2.061167058	21.22987594	0.056185551
SRR10097918	PRJNA564811	Unburned	131	131	4.360105502	0.894344416	0.055243446	2.061423036	14.82120365	0.079175837
SRR10097920	PRJNA564811	Unburned	153	153	4.457867045	0.886178721	0.090044094	2.061423036	21.23645413	0.117263434
SRR10097921	PRJNA564811	Unburned	196	196	4.700178964	0.890503384	0.095626976	2.0613873	23.56485405	0.102081831
SRR10097922	PRJNA564811	Unburned	162	162	4.722577597	0.928253204	0.063609467	2.061423036	21.70030611	0.121316647
SRR10097923	PRJNA564811	Unburned	279	279	5.142594028	0.913230443	0.055646167	2.061405437	30.42171578	0.079906169
SRR10097924	PRJNA564811	Unburned	266	266	4.916566206	0.880553319	0.083042171	2.06140367	25.6072897	0.056012572
SRR10097925	PRJNA564811	Unburned	274	274	4.929009453	0.878121675	0.08739036	2.061404787	28.4005085	0.060754393
SRR10097926	PRJNA564811	Unburned	172	172	4.785066086	0.929591301	0.051764209	2.061423036	19.75106975	0.096605975
SRR10097927	PRJNA564811	Burned	306	306	5.022147052	0.877447782	0.071569271	2.061276244	27.19695833	0.05853651
SRR10097928	PRJNA564811	Burned	407	407	5.261828479	0.875685151	0.045530199	2.061112697	32.97330858	0.044686438
SRR10097929	PRJNA564811	Unburned	162	162	4.69121429	0.922088543	0.050552147	2.061423036	18.82092879	0.101933036
SRR10097930	PRJNA564811	Unburned	196	196	4.380437936	0.82992474	0.133984237	2.061244065	22.26053628	0.070956373
SRR10097931	PRJNA564811	Burned	188	188	4.736673005	0.904559439	0.084535782	2.061384182	19.99926261	0.076720168
SRR10097932	PRJNA564811	Burned	74	74	3.897096135	0.905445445	0.116589625	2.061423036	9.72084019	0.095698227
SRR10097933	PRJNA564811	Burned	139	139	4.431246404	0.898017998	0.099298634	2.061351774	15.86377343	0.075619324
SRR10097935	PRJNA564811	Burned	134	134	4.287073793	0.875298901	0.12977263	2.061346328	15.41360669	0.080069397
SRR10097936	PRJNA564811	Burned	209	209	4.761508746	0.891278704	0.105742181	2.061391621	23.14866861	0.079647867
SRR10097937	PRJNA564811	Burned	168	168	4.497992309	0.87783449	0.123767975	2.061374338	18.59058895	0.08455262
SRR10097938	PRJNA564811	Burned	194	194	3.583469765	0.680251756	0.211668539	2.059193	13.82367389	0.02862989
SRR10097939	PRJNA564811	Burned	136	136	3.549334494	0.722488059	0.187892334	2.059776049	10.55700844	0.038282842
SRR10097940	PRJNA564811	Burned	264	264	4.971754718	0.891642773	0.057046128	2.061343974	24.60381932	0.046935931
SRR10097942	PRJNA564811	Burned	171	171	4.753625278	0.924530597	0.033640454	2.061423036	23.2246252	0.1247953
SRR10097943	PRJNA564811	Burned	153	153	4.590552882	0.912555319	0.037244349	2.061423036	21.54367974	0.110592134
SRR10097945	PRJNA564811	Burned	324	324	5.098341232	0.881952506	0.065923863	2.061358201	28.68476929	0.045572451
SRR10097946	PRJNA564811	Burned	290	290	4.848704958	0.855168746	0.067279252	2.061127374	22.59378138	0.036432043
SRR10097947	PRJNA564811	Burned	224	224	4.631788612	0.855892748	0.073980841	2.060949575	17.43147294	0.043172743
SRR10097948	PRJNA564811	Burned	130	130	4.377164416	0.899256998	0.088593577	2.061423036	14.30721152	0.090821352
SRR10097949	PRJNA564811	Burned	91	91	3.932117021	0.871700175	0.116092339	2.061423036	11.68081067	0.099284605
SRR10097950	PRJNA564811	Burned	189	189	4.872564154	0.929568737	0.033650653	2.061423036	21.86413795	0.100292254
SRR10097951	PRJNA564811	Burned	160	160	4.759251196	0.93775137	0.032140861	2.061423036	20.03721166	0.118418378
SRR10097952	PRJNA564811	Burned	147	147	4.538024994	0.909345015	0.048313582	2.061423036	16.27903144	0.09059046
SRR10097953	PRJNA564811	Burned	506	506	5.634589242	0.904931512	0.034441805	2.061374723	44.91215064	0.058734197
SRR10097954	PRJNA564811	Burned	143	143	4.66632258	0.940251595	0.033411293	2.061423036	20.2362	0.137299028
SRR10097955	PRJNA564811	Burned	131	131	4.599340208	0.943416215	0.047814718	2.061423036	17.47695248	0.138292127
SRR10097956	PRJNA564811	Burned	160	160	4.570722358	0.900604102	0.087434555	2.061369324	14.67232522	0.055660146
SRR10097957	PRJNA564811	Burned	150	150	4.024843751	0.803260169	0.087330191	2.058816325	12.81289211	0.036159967
SRR10097958	PRJNA564811	Burned	304	304	4.87927849	0.853464203	0.10221699	2.061154406	21.7586162	0.030408542
SRR11786048	PRJNA632607	Burned	199	199	4.897725368	0.925267962	0.060404402	2.061388373	22.62715607	0.111757165
SRR11786049	PRJNA632607	Burned	212	212	4.821434643	0.900094649	0.078817734	2.061392507	26.59439753	0.097735141
SRR11786050	PRJNA632607	Burned	250	250	5.104446119	0.924473829	0.045744197	2.061423036	29.04451629	0.113827077
SRR11786051	PRJNA632607	Burned	183	183	4.732915994	0.908518778	0.0736982	2.061382022	21.49519074	0.108696218
SRR11786052	PRJNA632607	Unburned	126	126	4.342255236	0.897849902	0.101658255	2.061336221	15.67210216	0.100601106
SRR11786053	PRJNA632607	Unburned	53	53	3.539604594	0.891522505	0.155315086	2.061423036	9.130741434	0.225326432
SRR11786054	PRJNA632607	Unburned	112	112	4.31286956	0.914034246	0.114787768	2.061313009	14.93390612	0.164431394
SRR11786055	PRJNA632607	Unburned	137	137	4.60719833	0.936426055	0.042027417	2.061423036	16.68869152	0.122088761
SRR11786056	PRJNA632607	Unburned	143	143	4.511685162	0.909092566	0.058467082	2.061423036	19.90009403	0.108777476
SRR11786057	PRJNA632607	Unburned	99	99	4.21080743	0.916365093	0.077747253	2.061423036	15.95985287	0.137504356
SRR11786058	PRJNA632607	Unburned	115	115	4.329779292	0.912506054	0.075675676	2.061423036	16.87922538	0.16422919
SRR11786059	PRJNA632607	Burned	169	169	4.698975537	0.915997722	0.051450226	2.061423036	20.72868242	0.100664798
SRR11786060	PRJNA632607	Burned	166	166	4.581079371	0.896144428	0.081705151	2.061373152	20.06176826	0.09153516
SRR11786061	PRJNA632607	Burned	105	105	4.133583051	0.888186134	0.129899216	2.061297745	13.79005986	0.102241173
SRR11786062	PRJNA632607	Unburned	120	120	4.230616936	0.883681302	0.099905033	2.061327269	14.65729081	0.100689415
SRR11786063	PRJNA632607	Burned	131	131	4.403210037	0.903186014	0.076836413	2.061423036	20.04522225	0.14402746
SRR11786064	PRJNA632607	Burned	160	160	4.599715912	0.906316922	0.058740722	2.061423036	20.85109864	0.088625944
SRR11786065	PRJNA632607	Burned	176	176	4.715368314	0.911978128	0.048118723	2.061423036	20.74017644	0.114321324
SRR11786066	PRJNA632607	Burned	233	233	4.704875502	0.863115449	0.091926393	2.061296907	26.8183915	0.107310997
SRR11786067	PRJNA632607	Burned	170	170	4.647186084	0.904861462	0.048934875	2.061423036	18.24723019	0.094204358
SRR11786068	PRJNA632607	Burned	170	170	4.544874235	0.884940149	0.050962627	2.061375481	20.1985399	0.08807902
SRR11786069	PRJNA632607	Burned	211	211	4.896800205	0.914971975	0.045295428	2.061423036	26.62511311	0.108292162
SRR11786070	PRJNA632607	Burned	224	224	4.931967821	0.911361862	0.038765983	2.061423036	29.04390969	0.110377911
SRR11786071	PRJNA632607	Burned	114	114	4.320900473	0.912314068	0.085403727	2.061423036	17.02683141	0.131028892
SRR11786072	PRJNA632607	Burned	121	121	4.422548656	0.922173021	0.060305495	2.061423036	16.3467778	0.103841972
SRR11786073	PRJNA632607	Unburned	126	126	4.304803201	0.890105929	0.10322816	2.061336221	17.94787744	0.123167084
SRR11786074	PRJNA632607	Burned	89	89	4.106148596	0.914787534	0.052295605	2.061423036	11.82526364	0.104463561
SRR11786075	PRJNA632607	Burned	122	122	4.268703293	0.888568816	0.094548872	2.061330401	16.06167378	0.090989671
SRR11786076	PRJNA632607	Burned	169	169	4.773013454	0.93043035	0.032273681	2.061423036	20.574389	0.104019372
SRR11786077	PRJNA632607	Burned	145	145	4.495991769	0.903402111	0.041993065	2.061423036	19.37283237	0.105628898
SRR11786078	PRJNA632607	Burned	153	153	4.533570144	0.901227729	0.055972585	2.061423036	22.25340226	0.131915848
SRR11786079	PRJNA632607	Burned	117	117	3.968647013	0.833368765	0.109706693	2.061015135	16.03006727	0.113972713
SRR11786080	PRJNA632607	Burned	147	147	4.413984572	0.884489369	0.094773404	2.061359354	20.86139614	0.123287197
SRR11786081	PRJNA632607	Burned	177	177	4.605470403	0.889748296	0.084278554	2.061379183	22.1889238	0.084318079
SRR11786082	PRJNA632607	Unburned	115	115	4.248958055	0.895472883	0.103335018	2.061423036	18.69859516	0.153615387
SRR11786083	PRJNA632607	Unburned	138	138	4.468717815	0.906938855	0.088938382	2.061350733	16.30444044	0.139203603
SRR11786084	PRJNA632607	Burned	138	138	4.431553653	0.899396284	0.073923783	2.061423036	21.16286131	0.125007469
SRR11786085	PRJNA632607	Burned	173	173	4.295748072	0.833593053	0.111246829	2.061192529	21.18510365	0.091776703
SRR11786086	PRJNA632607	Burned	225	225	4.665314028	0.861378793	0.06644441	2.061176161	27.14185825	0.076104541
SRR11786087	PRJNA632607	Burned	227	227	4.890094977	0.901408301	0.06333265	2.061315915	25.60424186	0.095173591
SRR11786088	PRJNA632607	Burned	135	135	4.479057614	0.913110441	0.068196038	2.061423036	20.47256628	0.123912339
SRR11786089	PRJNA632607	Burned	164	164	4.652273076	0.912234299	0.075283892	2.061371923	21.171354	0.105025007
SRR11786090	PRJNA632607	Burned	212	212	4.693733568	0.876254638	0.065955118	2.061300114	26.79912896	0.091034736
SRR11786091	PRJNA632607	Burned	193	193	4.810946526	0.914161076	0.044578149	2.061423036	25.91576963	0.128216534
SRR11786092	PRJNA632607	Burned	199	199	4.769184397	0.900984273	0.058694057	2.061388373	23.95886529	0.087934172
SRR11786093	PRJNA632607	Burned	151	151	4.384919466	0.873963504	0.097956818	2.061362699	20.71690197	0.110489248
SRR11786094	PRJNA632607	Burned	140	140	4.387208619	0.887803739	0.086145194	2.061352794	17.95782895	0.10059623
SRR11786095	PRJNA632607	Burned	143	143	4.345686025	0.875644182	0.134486232	2.061355724	19.91828145	0.141212147
SRR11786096	PRJNA632607	Burned	152	152	4.387041183	0.873237563	0.0896441	2.061182674	21.05957347	0.105672966
SRR12526855	PRJNA659056	Unburned	1311	1311	6.710217027	0.934759979	0.009284681	2.061423036	104.4505239	0.054027383
SRR12526866	PRJNA659056	Unburned	1171	1171	6.455842053	0.913698744	0.021118544	2.061406192	100.5107387	0.058100228
SRR12526876	PRJNA659056	Burned	101	101	3.790276915	0.821273659	0.126701733	2.061287554	14.46720262	0.073512592
SRR12526877	PRJNA659056	Burned	90	90	3.426841246	0.761552487	0.153429395	2.059638483	12.27555273	0.047990279
SRR12526878	PRJNA659056	Unburned	1307	1307	6.710705387	0.935226118	0.009274773	2.061423036	100.7384162	0.053439511
SRR12526879	PRJNA659056	Burned	543	543	5.673827102	0.901020899	0.030700071	2.061418401	50.24305478	0.062182682
SRR12526880	PRJNA659056	Burned	663	663	5.470134627	0.841976925	0.086569601	2.061260968	56.75450139	0.037508739
SRR12526881	PRJNA659056	Burned	161	161	3.828385382	0.753410889	0.110655421	2.060264373	19.78913129	0.06189433
SRR12526882	PRJNA659056	Burned	55	55	0.584664265	0.145898591	0.913687436	2.060960872	12.07445505	0.029531856
SRR12526883	PRJNA659056	Burned	198	198	2.611004285	0.493735333	0.496048195	2.061214213	26.62450162	0.064304808
SRR12526884	PRJNA659056	Burned	214	214	3.578626036	0.666910554	0.168714943	2.058360048	26.38781585	0.031997032
SRR12526885	PRJNA659056	Burned	357	357	4.818347097	0.819762452	0.105465572	2.061239035	40.14097635	0.058063975
SRR12526886	PRJNA659056	Burned	327	327	4.201330281	0.725623348	0.112930094	2.060906608	31.25895758	0.030229154
SRR12526887	PRJNA659056	Burned	1026	1026	6.454241221	0.930888134	0.012130873	2.061423036	90.14883565	0.057637236
SRR12526888	PRJNA659056	Burned	696	696	5.235551508	0.799888742	0.086605505	2.061360215	64.04493882	0.041611332
SRR12526889	PRJNA659056	Unburned	1371	1371	6.667638211	0.923074246	0.012582686	2.06141649	108.2419962	0.050487723
SRR12526890	PRJNA659056	Burned	686	686	5.224443068	0.799960337	0.087403877	2.061124984	60.25971808	0.0438362
SRR12526891	PRJNA659056	Burned	609	609	4.882160514	0.761431518	0.101502156	2.061168092	61.61518453	0.052705451
SRR12526892	PRJNA659056	Burned	542	542	3.54411243	0.562980568	0.280845935	2.061024973	52.92973247	0.034927488
SRR12526893	PRJNA659056	Burned	1195	1195	6.106512352	0.861783413	0.035550839	2.061294212	94.95350913	0.041800902
SRR12526894	PRJNA659056	Burned	696	696	5.444844904	0.831864635	0.060679119	2.061256259	64.18355117	0.052321115
SRR12526895	PRJNA659056	Burned	92	92	3.088815044	0.683095857	0.200870882	2.056949866	9.142335561	0.020969582
SRR12526896	PRJNA659056	Burned	1130	1130	6.313904667	0.898140682	0.033197753	2.061382598	94.69266848	0.048086168
SRR12526897	PRJNA659056	Burned	1268	1268	6.192732479	0.866698739	0.053629233	2.061349509	104.8883646	0.045156553
SRR12526898	PRJNA659056	Burned	432	432	4.552925915	0.750264768	0.060823873	2.060148679	40.93040888	0.039461088
SRR12526899	PRJNA659056	Burned	908	908	5.690790567	0.835499396	0.079590613	2.061364584	81.71303285	0.044449895
SRR12526900	PRJNA659056	Unburned	1411	1411	6.831921732	0.942067141	0.006734351	2.061423036	115.3203318	0.054843595
SRR12526901	PRJNA659056	Burned	894	894	5.779653666	0.850486154	0.06075304	2.061329671	79.10841279	0.046239303
SRR12526902	PRJNA659056	Burned	216	216	4.413230506	0.821023614	0.105354059	2.061364895	26.461284	0.060792762
SRR12526903	PRJNA659056	Unburned	1141	1141	6.515221053	0.925502187	0.01985242	2.061418838	102.7058359	0.060738108
SRR12526904	PRJNA659056	Unburned	1171	1171	6.455646437	0.913671058	0.02914878	2.061418128	108.0087184	0.067237654
SRR12526905	PRJNA659056	Unburned	1151	1151	6.502495741	0.922550973	0.021204928	2.061413742	98.07036347	0.054749121
SRR12526906	PRJNA659056	Unburned	965	965	6.233636853	0.907089734	0.038683677	2.061408486	88.27957712	0.062477051
SRR12526907	PRJNA659056	Unburned	1119	1119	6.490242335	0.92451083	0.022063674	2.061405532	96.41057226	0.05796504
SRR12526908	PRJNA659056	Unburned	1193	1193	6.580322114	0.928869537	0.024394299	2.061418308	104.3081924	0.062278933
SRR12526909	PRJNA659056	Unburned	1326	1326	6.575919211	0.91460228	0.033812274	2.06140991	114.6758947	0.055872544
SRR12526910	PRJNA659056	Unburned	1341	1341	6.328104576	0.878760507	0.078506021	2.061409577	115.2794906	0.057235375
SRR12526911	PRJNA659056	Unburned	1562	1562	6.857602838	0.932534916	0.008476257	2.061422477	118.1926355	0.048379741
SRR12526912	PRJNA659056	Unburned	1220	1220	6.321008184	0.889455256	0.035682864	2.06141504	111.3793444	0.054239131
SRR12526913	PRJNA659056	Unburned	971	971	6.182755322	0.898874944	0.066647278	2.061415891	79.2452485	0.06141159
SRR12526914	PRJNA659056	Unburned	1891	1891	6.884253158	0.912442667	0.0247389	2.061402642	145.2780701	0.047350158
SRR12526915	PRJNA659056	Unburned	1965	1965	6.539715343	0.862389804	0.105118738	2.061379521	153.9231525	0.044339668
SRR12526916	PRJNA659056	Unburned	1104	1104	6.448349722	0.920312574	0.03227806	2.061417513	92.75689864	0.054277727
SRR12526917	PRJNA659056	Unburned	1001	1001	6.350552671	0.919203659	0.032983508	2.061420363	94.31082785	0.0629656
SRR12526918	PRJNA659056	Unburned	1065	1065	6.428612404	0.922229427	0.031502849	2.0614171	91.17035847	0.056624201
SRR12526919	PRJNA659056	Unburned	1007	1007	6.204064778	0.897224328	0.070325901	2.061416394	92.6490569	0.067627444
SRR12526920	PRJNA659056	Unburned	1049	1049	6.442355067	0.926212248	0.012209274	2.061421796	91.69618485	0.05616371
SRR12526921	PRJNA659056	Unburned	769	769	6.056026483	0.911353435	0.035994541	2.061400084	66.55677297	0.062129127
SRR12526922	PRJNA659056	Unburned	1221	1221	6.596172206	0.928067727	0.011381642	2.061419371	102.4371255	0.055471929
SRR12526923	PRJNA659056	Unburned	1222	1222	6.490854591	0.913144577	0.037988538	2.06141853	105.9074108	0.055766253
SRR12526924	PRJNA659056	Unburned	1082	1082	6.203290109	0.887888227	0.084438256	2.061417285	97.84389581	0.065479014
SRR12526925	PRJNA659056	Unburned	976	976	6.27760744	0.911983956	0.046925611	2.061420224	86.7348853	0.06011872
SRR12526926	PRJNA659056	Unburned	949	949	6.263468315	0.913653511	0.045080821	2.06142152	86.76566035	0.065670113
SRR12526927	PRJNA659056	Unburned	1708	1708	6.775848605	0.910355671	0.037128595	2.061392584	131.7213386	0.046707491
SRR12526928	PRJNA659056	Unburned	1595	1595	6.739351199	0.913856302	0.037214767	2.061417724	125.166559	0.05854598
SRR12526929	PRJNA659056	Unburned	1070	1070	6.506634311	0.932795441	0.012842005	2.061423036	94.46271047	0.063856852
SRR12526930	PRJNA659056	Unburned	2363	2363	7.112113003	0.915602386	0.015553382	2.061391092	167.0158129	0.039635237
SRR12526931	PRJNA659056	Unburned	2219	2219	7.134739098	0.926010806	0.01766369	2.061412607	145.9610903	0.040465464
SRR12526932	PRJNA659056	Unburned	1120	1120	6.564938716	0.935032076	0.011493395	2.061423036	94.01803832	0.054927181
SRR12526933	PRJNA659056	Unburned	1291	1291	6.703861918	0.935878903	0.009614542	2.061423036	105.2798668	0.054840756
SRR12526934	PRJNA659056	Unburned	1250	1250	6.653826987	0.933097937	0.015770465	2.061419539	104.4754154	0.052185283
SRR12526935	PRJNA659056	Unburned	1213	1213	6.547494111	0.922071632	0.015537652	2.061408145	97.65131675	0.049195142
SRR12526936	PRJNA659056	Unburned	1325	1325	6.508294198	0.905291744	0.017486831	2.061394908	106.4111936	0.04711092
SRR12526937	PRJNA659056	Unburned	1070	1070	6.482646295	0.929356503	0.022479715	2.061418261	89.51197883	0.058783685
SRR12526938	PRJNA659056	Unburned	1261	1261	6.673948166	0.934771103	0.012735524	2.061415296	103.5089949	0.052743344
SRR12526943	PRJNA659056	Unburned	1419	1419	6.779266388	0.934078181	0.010173878	2.061412162	113.6043708	0.047093667
SRR12526954	PRJNA659056	Unburned	1528	1528	6.805941418	0.928287781	0.013212603	2.061408374	117.3606588	0.047069694
SRR12526965	PRJNA659056	Unburned	1721	1721	6.925250803	0.929481423	0.013648015	2.061418475	129.107772	0.045742884
SRR12526976	PRJNA659056	Unburned	1443	1443	6.739965387	0.926522005	0.024013539	2.061416543	109.936158	0.0486908
SRR12526987	PRJNA659056	Unburned	1550	1550	6.845190823	0.9318243	0.010280669	2.061417916	121.1986964	0.048689889
SRR12526988	PRJNA659056	Unburned	585	585	5.788751267	0.908522271	0.02808504	2.061358696	47.96222349	0.06704064
SRR12526989	PRJNA659056	Unburned	1163	1163	6.545033408	0.927221654	0.011472684	2.061422027	99.71920784	0.056525568
SRR24492478	PRJNA682830	Burned	707	707	5.935690874	0.904688787	0.024281735	2.061398347	73.92646841	0.068367499
SRR24492479	PRJNA682830	Burned	477	477	5.646695408	0.915554165	0.026897652	2.061423036	52.93826569	0.089712787
SRR24492480	PRJNA682830	Burned	537	537	5.321432836	0.846553364	0.055399226	2.061361801	62.922422	0.091667597
SRR24492481	PRJNA682830	Burned	791	791	6.065278814	0.908887756	0.01821819	2.061420854	78.96479731	0.068348831
SRR24492482	PRJNA682830	Burned	600	600	5.713970062	0.893236345	0.042382248	2.061404264	65.39202494	0.064553737
SRR24492483	PRJNA682830	Burned	387	387	5.328507063	0.89428118	0.03850888	2.061423036	48.25233149	0.085829867
SRR24492484	PRJNA682830	Burned	735	735	5.983983342	0.906681933	0.027805569	2.061382357	73.9074437	0.070065468
SRR24492485	PRJNA682830	Burned	524	524	5.595949876	0.893708745	0.042010945	2.061418059	57.72919756	0.074257544
SRR24492486	PRJNA682830	Burned	584	584	5.706763239	0.895895125	0.032405722	2.061406973	72.66379517	0.093340622
SRR24492487	PRJNA682830	Burned	594	594	5.702266566	0.892809505	0.035365543	2.06140751	66.89642283	0.067356086
SRR24492488	PRJNA682830	Unburned	472	472	5.409347084	0.878571633	0.046550095	2.061392634	49.46871802	0.053419757
SRR24492489	PRJNA682830	Burned	718	718	5.957038083	0.90581094	0.022050234	2.061420387	71.29151393	0.059205823
SRR24492490	PRJNA682830	Burned	475	475	5.601675561	0.908873835	0.02864472	2.061416977	52.01461879	0.080004455
SRR24492491	PRJNA682830	Burned	518	518	5.439270236	0.870286685	0.040745594	2.061232509	55.44493874	0.07043437
SRR24492492	PRJNA682830	Burned	531	531	5.293036934	0.843543853	0.07854328	2.061370425	59.54822522	0.069036584
SRR24492493	PRJNA682830	Burned	600	600	5.614839628	0.87773978	0.046351719	2.06138872	77.24409042	0.071755846
SRR24492494	PRJNA682830	Burned	664	664	5.669245637	0.872422204	0.051801551	2.061370381	71.82067105	0.067166828
SRR24492495	PRJNA682830	Burned	632	632	5.677865816	0.880440874	0.048732171	2.061396009	65.31034178	0.06875661
SRR24492496	PRJNA682830	Burned	554	554	5.591551351	0.885136233	0.042807249	2.061382762	58.35715887	0.070302363
SRR24492497	PRJNA682830	Burned	670	670	5.786666043	0.889260655	0.034662832	2.061395536	66.17235821	0.061496423
SRR24492498	PRJNA682830	Burned	576	576	5.736079317	0.902451567	0.045809697	2.061418918	58.93820653	0.072341291
SRR24492499	PRJNA682830	Burned	803	803	5.949545941	0.88953804	0.034694584	2.061380941	80.6278938	0.065303928
SRR24492500	PRJNA682830	Burned	578	578	5.671709986	0.891838054	0.034265031	2.061406637	64.98499041	0.077723538
SRR24492501	PRJNA682830	Burned	628	628	5.817200457	0.902935846	0.028219494	2.061419572	67.9746991	0.067557554
SRR24492502	PRJNA682830	Burned	654	654	5.68482321	0.876867049	0.046602296	2.061391256	72.04072973	0.068919866
SRR24492503	PRJNA682830	Burned	648	648	5.714167726	0.882648162	0.03125	2.061341002	70.76950929	0.06860845
SRR24492504	PRJNA682830	Burned	692	692	5.887073946	0.900221205	0.038308759	2.061408939	65.43443511	0.061092522
SRR24492505	PRJNA682830	Burned	804	804	5.990493838	0.895493676	0.039555097	2.061412604	81.73749553	0.070554852
SRR24492506	PRJNA682830	Burned	640	640	5.712987893	0.884162506	0.033115337	2.061338927	65.80260528	0.069567469
SRR24492507	PRJNA682830	Burned	704	704	5.773659983	0.880563543	0.032834453	2.061353594	76.43784697	0.066636616
SRR24492508	PRJNA682830	Burned	629	629	5.794541175	0.89919664	0.035666338	2.061391822	65.37736169	0.073646488
SRR24492509	PRJNA682830	Burned	665	665	5.8644303	0.902249607	0.041976355	2.061407767	68.4794497	0.072178962
SRR24492510	PRJNA682830	Burned	629	629	5.446439624	0.845178257	0.086848928	2.061385637	70.78095572	0.094563776
SRR24492511	PRJNA682830	Burned	698	698	5.711355598	0.872199831	0.035409973	2.061318654	71.95278166	0.078417752
SRR24492512	PRJNA682830	Burned	496	496	4.740846585	0.763842518	0.160796497	2.061135889	62.00818554	0.097486679
SRR24492513	PRJNA682830	Burned	743	743	5.902467975	0.892866339	0.034580261	2.061383232	88.81292773	0.074714979
SRR24492514	PRJNA682830	Burned	715	715	5.751154998	0.875062044	0.051104576	2.061375384	76.28121526	0.063166797
SRR24492515	PRJNA682830	Burned	785	785	5.86087883	0.879261465	0.048796312	2.061401014	83.77917944	0.069766598
SRR24492516	PRJNA682830	Burned	732	732	5.84789387	0.886611351	0.034110647	2.061382022	80.07823726	0.075180371
SRR24492517	PRJNA682830	Burned	748	748	5.951046771	0.899302459	0.026736917	2.061383764	87.43799791	0.074874242
SRR24492518	PRJNA682830	Burned	745	745	5.997758611	0.906912167	0.027331017	2.061400808	82.01971666	0.073901646
SRR24492519	PRJNA682830	Burned	630	630	5.513481577	0.855370964	0.118717626	2.061416274	75.59958163	0.074459658
SRR24492520	PRJNA682830	Burned	787	787	5.784043888	0.867403405	0.0589402	2.061410174	90.67015409	0.072766327
SRR24492521	PRJNA682830	Unburned	567	567	5.606358605	0.88423358	0.080370119	2.061414682	58.9113178	0.073390632
SRR24492522	PRJNA682830	Burned	853	853	6.079620103	0.90085001	0.048059025	2.061419353	88.36602942	0.074544723
SRR24492523	PRJNA682830	Burned	675	675	5.867868712	0.900710283	0.02821543	2.061395943	77.25383076	0.077545248
SRR24492524	PRJNA682830	Burned	763	763	5.952696709	0.896860824	0.049411686	2.061411449	79.76420914	0.071385888
SRR24492525	PRJNA682830	Burned	790	790	6.033378036	0.904278814	0.031679024	2.061414269	85.82223121	0.067207406
SRR24492533	PRJNA682830	Unburned	502	502	5.467609513	0.879234781	0.047182958	2.061396176	54.40511512	0.062181713
SRR24492544	PRJNA682830	Burned	464	464	5.417065715	0.882274849	0.054165379	2.06139157	49.19596765	0.078301579
SRR24492545	PRJNA682830	Unburned	692	692	5.889172281	0.900542071	0.020307795	2.061377123	64.75600642	0.054146718
SRR24492556	PRJNA682830	Burned	541	541	5.565807657	0.884385325	0.03826144	2.06125276	55.98651896	0.06566091
SRR24492561	PRJNA682830	Unburned	475	475	5.446308252	0.883665434	0.067795804	2.061416977	47.31551675	0.060419876
SRR24492562	PRJNA682830	Burned	770	770	6.036070751	0.90817275	0.024231589	2.061402232	80.23441749	0.068339643
SRR24492573	PRJNA682830	Unburned	540	540	5.62851551	0.894612359	0.056268235	2.061413823	55.45603286	0.059385101
SRR24492584	PRJNA682830	Burned	580	580	5.697536918	0.895412817	0.056627475	2.061415054	76.26261261	0.078040088
SRR24492599	PRJNA682830	Unburned	507	507	5.624140383	0.902967078	0.034898799	2.061417719	58.41314248	0.064466912
SRR24492610	PRJNA682830	Unburned	721	721	5.903459088	0.897095094	0.029774794	2.0613993	76.14810064	0.075500711
SRR24492621	PRJNA682830	Burned	589	589	5.64986259	0.885776903	0.04250762	2.061403554	60.4400472	0.058108684
SRR24492622	PRJNA682830	Unburned	566	566	5.296736087	0.835632637	0.140215268	2.061401931	53.19099879	0.088784427
SRR24492623	PRJNA682830	Unburned	758	758	6.014903149	0.907131709	0.036454336	2.061418369	72.27536704	0.062897852
SRR24492624	PRJNA682830	Unburned	623	623	5.814533394	0.903643074	0.023759452	2.061419516	69.26897601	0.074647138
SRR24492625	PRJNA682830	Burned	737	737	5.894289292	0.892724094	0.028943147	2.061382579	79.30596593	0.069020571
SRR24492626	PRJNA682830	Burned	704	704	5.976750076	0.911537611	0.039358088	2.061417624	74.50647262	0.070531685
SRR24492627	PRJNA682830	Unburned	316	316	4.739576984	0.823451921	0.111807229	2.061272831	34.34354159	0.157516288
SRR24492628	PRJNA682830	Burned	703	703	5.88281105	0.897405152	0.039372622	2.061417608	72.36898708	0.069853766
