SampleID	BioProject	group	observed	chao1	diversity_shannon	evenness_pielou	dominance_dbp	rarity_log_modulo_skewness	phylogenetic_div	MNTD
SRR9206725	PRJNA546006	Burned	49	49	2.551626488	0.655638311	0.232805843	2.057604667	27.5835943	0.453527993
SRR9206728	PRJNA546006	Burned	47	47	2.602106842	0.675845996	0.215956856	2.055363066	29.71191862	0.638435389
SRR9206731	PRJNA546006	Burned	52	52	2.181091401	0.552001232	0.437128487	2.058692249	27.55138189	0.844165827
SRR9206735	PRJNA546006	Burned	43	43	1.856300588	0.493539437	0.50475694	2.057347007	22.96573686	0.238034966
SRR9206739	PRJNA546006	Burned	73	73	3.093466056	0.721010442	0.162400906	2.060360216	29.88143132	0.553617564
SRR9206742	PRJNA546006	Burned	17	17	1.799078942	0.63499593	0.437320299	2.05631047	12.35079109	0.482463658
SRR9206749	PRJNA546006	Burned	63	63	2.120779064	0.511877891	0.479357097	2.060343399	30.08601591	0.151159971
SRR9206753	PRJNA546006	Burned	33	33	2.516471626	0.719710048	0.221862057	2.061423036	22.77347979	0.272132058
SRR9206755	PRJNA546006	Burned	109	109	3.463363678	0.738244906	0.180845746	2.060832367	42.76920453	0.554635657
SRR9206757	PRJNA546006	Burned	35	35	2.063815376	0.58048195	0.35058151	2.059013965	19.96159651	0.176204801
SRR9206758	PRJNA546006	Burned	48	48	2.343645806	0.605405351	0.299192541	2.059509391	28.1032101	0.169719761
SRR9206762	PRJNA546006	Burned	70	70	2.623699419	0.617559693	0.306690905	2.060850411	31.44519836	0.13624245
SRR9206766	PRJNA546006	Burned	89	89	3.436331509	0.765562462	0.144263389	2.061248231	33.41055204	0.289578462
SRR9206767	PRJNA546006	Burned	81	81	2.995030033	0.681548455	0.202667484	2.060106962	36.62443178	0.177875328
SRR9206769	PRJNA546006	Burned	21	21	2.093033108	0.687475015	0.413370758	2.061423036	14.58840968	0.225460478
SRR9206771	PRJNA546006	Burned	82	82	2.480709456	0.56293794	0.358085206	2.060140289	39.66591345	0.151617186
SRR9206774	PRJNA546006	Burned	36	36	2.332761309	0.650969438	0.382021757	2.059152352	20.1975288	0.201328727
SRR9206776	PRJNA546006	Burned	37	37	2.313048235	0.640570706	0.326127455	2.054383251	16.30387789	0.133630823
SRR9206778	PRJNA546006	Burned	38	38	2.493632701	0.685518526	0.200505383	2.044284173	24.27088098	0.42655505
SRR9206780	PRJNA546006	Burned	39	39	1.884856097	0.514487343	0.478404449	2.058442215	24.46268758	0.162833774
SRR9206782	PRJNA546006	Burned	29	29	1.772321508	0.52633377	0.521596783	2.057839375	17.0222199	0.295144164
SRR9206783	PRJNA546006	Unburned	98	98	3.446950278	0.751793834	0.125306023	2.059020442	40.48189031	0.178751681
SRR9206791	PRJNA546006	Burned	112	112	3.452408608	0.731675201	0.24991071	2.061203515	41.46184717	0.228889962
SRR9206795	PRJNA546006	Burned	66	66	2.632817043	0.628409071	0.271391877	2.060117615	32.06313468	0.209476777
SRR9206797	PRJNA546006	Burned	102	102	3.499632791	0.756681808	0.100526405	2.061290215	42.50833726	0.342362276
SRR9206798	PRJNA546006	Unburned	72	72	2.620223083	0.612678898	0.375259817	2.060882535	27.82117528	0.117079941
SRR9206800	PRJNA546006	Burned	26	26	1.721442768	0.528358429	0.576516464	2.05929649	15.51603472	0.214628899
SRR9206802	PRJNA546006	Unburned	65	65	3.219311206	0.771205688	0.122612787	2.060076278	26.72054387	0.460639044
SRR9206805	PRJNA546006	Burned	67	67	2.772499743	0.659382265	0.283611552	2.060473619	32.79885673	0.16939335
SRR9206808	PRJNA546006	Burned	41	41	2.261613988	0.609013087	0.326149491	2.058745515	14.38314028	0.106118109
SRR9206811	PRJNA546006	Burned	46	46	2.053838709	0.536440605	0.50295302	2.057888677	28.37641742	0.30382993
SRR9206815	PRJNA546006	Burned	28	28	2.438008157	0.731650218	0.321994868	2.0575619	11.67784193	0.137686234
SRR9206820	PRJNA546006	Burned	77	77	3.333292862	0.767366983	0.153002664	2.061423036	41.8398839	0.313663205
SRR9206828	PRJNA546006	Burned	76	76	2.938751	0.678580455	0.376556144	2.061182674	30.22577635	0.221002954
SRR9206832	PRJNA546006	Burned	38	38	2.527808521	0.694913718	0.259139568	2.061423036	24.89585838	0.591116942
SRR10097961	PRJNA564811	Unburned	35	35	2.943552366	0.827922419	0.183148335	2.061423036	14.78211171	0.313258328
SRR10097962	PRJNA564811	Unburned	38	38	2.954617257	0.812246673	0.236564805	2.061423036	19.22972687	0.400459457
SRR10097963	PRJNA564811	Unburned	34	34	1.853887582	0.525722645	0.611111111	2.060194778	13.76926104	0.818153533
SRR10097964	PRJNA564811	Unburned	22	22	1.696583147	0.548870866	0.601339286	2.061423036	11.60285845	0.93383296
SRR10097965	PRJNA564811	Unburned	22	22	1.069851545	0.346113508	0.769995377	2.058424581	11.51021133	0.187816448
SRR10097966	PRJNA564811	Burned	31	31	2.278195125	0.66342563	0.423173804	2.061423036	14.47864727	0.338860437
SRR10097967	PRJNA564811	Unburned	33	33	1.315237396	0.376157458	0.718978754	2.060117615	15.826798	0.197983092
SRR10097968	PRJNA564811	Unburned	50	50	3.334495044	0.852371021	0.125994695	2.061423036	21.58258733	0.384735287
SRR10097969	PRJNA564811	Unburned	61	61	3.378611145	0.821871762	0.126707132	2.061423036	25.6290216	0.185210995
SRR10097970	PRJNA564811	Unburned	30	30	2.351139769	0.691268252	0.398779811	2.061423036	11.89905999	0.179237819
SRR10097971	PRJNA564811	Unburned	60	60	2.528857716	0.617646531	0.378265553	2.061035505	22.35073663	0.150222267
SRR10097972	PRJNA564811	Unburned	78	78	3.776852022	0.866904852	0.097867001	2.061423036	40.47799106	0.470956421
SRR10097973	PRJNA564811	Unburned	87	87	3.881274657	0.86908968	0.077669903	2.061423036	42.99581936	0.377117042
SRR10097974	PRJNA564811	Unburned	69	69	3.69909133	0.873641541	0.112990008	2.061423036	24.40478223	0.376629379
SRR10097976	PRJNA564811	Unburned	40	40	3.326587484	0.90178807	0.104665072	2.061423036	17.72098184	0.390748362
SRR10097977	PRJNA564811	Burned	31	31	2.147861975	0.625471747	0.479837618	2.05993977	14.46488845	0.239738062
SRR10097978	PRJNA564811	Unburned	34	34	3.0526626	0.865669457	0.141815235	2.061423036	16.15060099	0.382323607
SRR10097980	PRJNA564811	Burned	20	20	1.426196528	0.476076097	0.658848614	2.061423036	11.82658263	0.620273205
SRR10097981	PRJNA564811	Burned	21	21	1.736365007	0.57032426	0.564879247	2.061423036	11.46762139	0.797869473
SRR10097983	PRJNA564811	Burned	9	9	1.164963391	0.530197688	0.629188384	2.061423036	5.041552003	0.465736435
SRR10097985	PRJNA564811	Burned	9	9	1.231152648	0.560321717	0.506486486	2.061423036	4.059685741	0.327745667
SRR10097986	PRJNA564811	Burned	38	38	2.185319753	0.60076096	0.347306252	2.057363892	15.68516596	0.104930087
SRR10097987	PRJNA564811	Burned	8	8	1.308361595	0.629188928	0.508024691	2.061423036	3.216929538	0.328826924
SRR10097989	PRJNA564811	Burned	18	18	2.262009202	0.782601475	0.230215827	2.061423036	9.043107927	0.374647762
SRR10097990	PRJNA564811	Burned	27	27	2.338846011	0.709636461	0.24909211	2.061423036	11.93569394	0.327782162
SRR10097991	PRJNA564811	Burned	35	35	2.993909305	0.842086134	0.155958265	2.061423036	13.39056958	0.360379804
SRR10097992	PRJNA564811	Burned	35	35	3.030746885	0.852447308	0.168311945	2.061423036	15.22873923	0.355635893
SRR10097993	PRJNA564811	Burned	54	54	3.074220458	0.770677551	0.2170062	2.061423036	20.13570295	0.501885322
SRR10097994	PRJNA564811	Burned	56	56	3.221040204	0.800188518	0.170605447	2.061423036	21.99855238	0.429302108
SRR10097995	PRJNA564811	Burned	48	48	2.808586014	0.725507667	0.291237113	2.061423036	25.13166741	0.258008022
SRR10097996	PRJNA564811	Burned	32	32	2.517528982	0.726405316	0.330385016	2.061423036	21.32736848	0.402604542
SRR10097997	PRJNA564811	Burned	39	39	3.039589793	0.829681629	0.118910256	2.061423036	15.22231933	0.358000853
SRR10097998	PRJNA564811	Burned	31	31	2.002004864	0.582997182	0.553240741	2.061423036	19.19688621	0.518764766
SRR10097999	PRJNA564811	Burned	43	43	2.139257878	0.568770024	0.506613757	2.060661605	23.91252095	0.333454611
SRR10098000	PRJNA564811	Burned	33	33	2.326614211	0.665410891	0.44539737	2.061423036	15.7048226	0.402453037
SRR10098001	PRJNA564811	Burned	33	33	2.432406896	0.695667563	0.417689162	2.061423036	17.82775443	0.425991409
SRR10098002	PRJNA564811	Burned	61	61	3.192526459	0.776605307	0.168389058	2.061423036	23.03724433	0.21912712
SRR10098003	PRJNA564811	Burned	42	42	3.003546616	0.803588044	0.185079929	2.061423036	16.57816095	0.260312124
SRR10098004	PRJNA564811	Burned	30	30	2.093666404	0.615567451	0.472284926	2.059836905	14.04547763	0.45921585
SRR10098005	PRJNA564811	Burned	39	39	2.192476496	0.598454921	0.485356494	2.060494355	16.24490257	0.42273905
SRR10098006	PRJNA564811	Burned	40	40	2.934522514	0.795505126	0.22189781	2.061423036	12.9638595	0.177667419
SRR10098007	PRJNA564811	Burned	32	32	2.602022905	0.750785108	0.288655934	2.061423036	10.28482704	0.194224383
SRR10098008	PRJNA564811	Burned	42	42	2.971500325	0.795014174	0.140631579	2.061423036	15.86589406	0.271122658
SRR10098009	PRJNA564811	Unburned	27	27	1.357657552	0.411931053	0.711495783	2.059454919	12.20292923	0.967541222
SRR10098010	PRJNA564811	Unburned	26	26	1.064028664	0.326579845	0.802991815	2.05929649	13.6386871	1.021319484
SRR10098011	PRJNA564811	Unburned	38	38	2.442528375	0.671469559	0.387387387	2.061423036	19.79225758	0.2850377
SRR10098012	PRJNA564811	Unburned	43	43	2.435530325	0.647540745	0.421160012	2.061423036	21.82706532	0.283161305
SRR10098013	PRJNA564811	Unburned	54	54	3.409101799	0.854629088	0.093585373	2.061423036	24.34306449	0.395187629
SRR10098014	PRJNA564811	Unburned	50	50	2.968006334	0.758688364	0.272834912	2.061423036	22.25634915	0.254754914
SRR10098015	PRJNA564811	Burned	17	17	1.985510482	0.700798084	0.354327141	2.061423036	6.295949413	0.181073074
SRR10098016	PRJNA564811	Burned	48	48	3.378890277	0.872827391	0.106905012	2.061423036	19.92708986	0.437572623
SRR10098017	PRJNA564811	Unburned	66	66	3.214101814	0.767151952	0.179849946	2.061423036	29.68094825	0.276312507
SRR10098019	PRJNA564811	Unburned	29	29	2.68396939	0.797069674	0.301960784	2.061423036	13.01590965	0.384180839
SRR10098020	PRJNA564811	Unburned	38	38	2.882157276	0.792326875	0.252877698	2.061423036	14.676814	0.289148537
SRR10098021	PRJNA564811	Unburned	51	51	3.122145014	0.794070059	0.263644773	2.061423036	19.42927314	0.332822456
SRR10098022	PRJNA564811	Unburned	55	55	2.999414208	0.748481364	0.302842668	2.061423036	21.54518013	0.371564397
SRR10098023	PRJNA564811	Unburned	63	63	3.267803915	0.788727408	0.202253684	2.061423036	33.54884219	0.360770131
SRR10098024	PRJNA564811	Unburned	65	65	3.260448925	0.78106048	0.224570025	2.061423036	33.96922985	0.323350703
SRR10098025	PRJNA564811	Unburned	82	82	3.398387824	0.771183194	0.207880778	2.061423036	39.96134489	0.3291981
SRR10098026	PRJNA564811	Unburned	85	85	3.380865891	0.761001865	0.244693396	2.061423036	37.61927599	0.323726715
SRR10098027	PRJNA564811	Burned	18	18	1.894013219	0.655283603	0.318530305	2.041918684	7.021275298	0.190631594
SRR10098029	PRJNA564811	Unburned	60	60	3.323213309	0.811659414	0.16249176	2.061423036	24.0470068	0.220809468
SRR10098030	PRJNA564811	Unburned	45	45	3.109931427	0.816970623	0.235980011	2.061423036	23.61564909	0.407645964
SRR10098031	PRJNA564811	Unburned	32	32	2.871746087	0.828610768	0.250996016	2.061423036	18.05618438	0.430292081
SRR10098032	PRJNA564811	Unburned	30	30	2.924757842	0.859920056	0.224289912	2.061423036	14.09991178	0.264337491
SRR10098033	PRJNA564811	Burned	17	17	1.163608624	0.41070279	0.706422018	2.05631047	8.401111985	0.095666651
SRR10098034	PRJNA564811	Burned	22	22	2.69254706	0.871080582	0.151068884	2.061423036	8.283165756	0.171636643
SRR10098035	PRJNA564811	Burned	24	24	2.751802715	0.865876685	0.133525062	2.061423036	9.68486858	0.213682186
SRR10098036	PRJNA564811	Burned	34	34	2.664715978	0.755656139	0.265097236	2.061423036	13.24257674	0.305533215
SRR10098037	PRJNA564811	Burned	38	38	2.767550077	0.760820488	0.231071228	2.061423036	15.06723042	0.276023845
SRR10098038	PRJNA564811	Burned	52	52	3.385737649	0.85687897	0.112789881	2.061423036	18.95842572	0.255956715
SRR10098039	PRJNA564811	Burned	54	54	3.367496153	0.844198952	0.108274079	2.061423036	20.81135925	0.29060408
SRR10098040	PRJNA564811	Burned	41	41	2.845617471	0.76627501	0.213555361	2.061423036	20.34964661	0.235056307
SRR10098041	PRJNA564811	Burned	37	37	2.824740782	0.782277762	0.208621391	2.061423036	20.49003336	0.31178024
SRR10098043	PRJNA564811	Burned	43	43	2.731262532	0.726167831	0.309722222	2.061423036	18.99159833	0.232263793
SRR10098047	PRJNA564811	Burned	13	13	2.048157367	0.798517663	0.373729476	2.061423036	4.224947451	0.224968007
SRR10098048	PRJNA564811	Burned	32	32	2.720572226	0.784991212	0.278412181	2.061423036	14.49051051	0.29913801
SRR10098049	PRJNA564811	Burned	26	26	2.316702919	0.711060244	0.376221498	2.061423036	13.98829493	0.248595139
SRR10098050	PRJNA564811	Burned	11	11	1.534966423	0.640130718	0.565583634	2.061423036	3.545408061	0.102391163
SRR10098051	PRJNA564811	Burned	15	15	1.649792074	0.609217685	0.550614606	2.061423036	3.250911949	0.0892881
SRR10098052	PRJNA564811	Burned	49	49	3.15341216	0.810266641	0.243138937	2.061423036	18.49664588	0.406779123
SRR10098053	PRJNA564811	Burned	60	60	3.263964473	0.797188518	0.23556582	2.061423036	22.12170361	0.372065804
SRR10098054	PRJNA564811	Burned	43	43	2.67639265	0.711579434	0.321845319	2.061423036	18.78756115	0.231438519
SRR10098055	PRJNA564811	Burned	39	39	3.006460757	0.820638779	0.181543116	2.061423036	14.84736907	0.274302613
SRR10098056	PRJNA564811	Burned	23	23	2.612748262	0.833281161	0.192135836	2.061423036	9.63675109	0.305516697
SRR10098057	PRJNA564811	Burned	28	28	2.862494216	0.859039176	0.160692213	2.061423036	10.46494292	0.402097356
SRR10098058	PRJNA564811	Burned	36	36	3.064550101	0.855178988	0.13077297	2.061423036	14.86976289	0.355724466
SRR10098059	PRJNA564811	Burned	29	29	2.681479874	0.796330352	0.309317963	2.061423036	14.35256023	0.721823952
SRR10098060	PRJNA564811	Burned	63	63	3.229989489	0.7796004	0.191157133	2.061423036	23.50974801	0.240700262
SRR10098061	PRJNA564811	Burned	46	46	3.192065839	0.833733303	0.143092105	2.061423036	18.07605544	0.205485478
SRR10098062	PRJNA564811	Burned	47	47	3.262115381	0.847270214	0.141873278	2.061423036	17.92242922	0.220098804
SRR10098063	PRJNA564811	Burned	50	50	3.327361186	0.850547449	0.103632479	2.061423036	19.95231648	0.347037952
SRR10098064	PRJNA564811	Burned	47	47	3.372842749	0.876029466	0.131008206	2.061423036	17.33302093	0.316777796
SRR10098065	PRJNA564811	Burned	52	52	3.207830322	0.811853318	0.149650665	2.061423036	18.74322998	0.407173426
SRR10098066	PRJNA564811	Burned	48	48	3.050714681	0.788053804	0.178288823	2.061423036	18.56980946	0.391683475
SRR10098067	PRJNA564811	Burned	32	32	2.744415116	0.791870816	0.184551341	2.061423036	15.24156389	0.448691837
SRR10098068	PRJNA564811	Burned	52	52	3.06051457	0.77456993	0.198037467	2.061423036	21.69193526	0.314121039
SRR10098069	PRJNA564811	Unburned	80	80	3.543021798	0.808534976	0.127514836	2.061423036	32.07563524	0.266438032
SRR10098070	PRJNA564811	Burned	40	40	1.530556715	0.414911014	0.697815968	2.060540988	28.01576737	0.292579833
SRR10098071	PRJNA564811	Burned	44	44	1.656776751	0.437815467	0.624493665	2.060696352	22.03330461	0.174613042
SRR10098072	PRJNA564811	Burned	35	35	1.743356462	0.490347621	0.578655151	2.060265299	22.6873656	0.285170182
SRR10098073	PRJNA564811	Burned	52	52	3.187282363	0.80665294	0.138417541	2.061423036	20.80773133	0.304537059
SRR10098074	PRJNA564811	Burned	56	56	3.058364371	0.759775693	0.202765957	2.061423036	23.51601011	0.245036531
SRR10098075	PRJNA564811	Burned	25	25	2.675796078	0.83128279	0.171943712	2.061423036	11.45878674	0.388820376
SRR10098076	PRJNA564811	Burned	37	37	2.857217242	0.791271724	0.210288809	2.061423036	17.61491389	0.330871429
SRR10098077	PRJNA564811	Burned	39	39	2.703908233	0.73805452	0.253167702	2.061423036	16.29930223	0.244226583
SRR10098078	PRJNA564811	Burned	33	33	2.705881505	0.773881211	0.222431668	2.061423036	15.24573109	0.397345329
SRR10098079	PRJNA564811	Burned	57	57	3.149730055	0.779047765	0.147208601	2.061423036	19.82695962	0.137508274
SRR10098080	PRJNA564811	Burned	30	30	1.921234765	0.564870118	0.526018809	2.061423036	19.28922225	0.352483778
SRR10098081	PRJNA564811	Burned	46	46	2.721988981	0.710954278	0.232316677	2.061423036	26.34950284	0.504060623
SRR10098082	PRJNA564811	Burned	53	53	3.085949414	0.777260081	0.289763113	2.061423036	26.87768501	0.515932617
SRR10098083	PRJNA564811	Burned	61	61	2.944284813	0.716218719	0.355344152	2.061423036	30.24005665	0.527262604
SRR10098086	PRJNA564811	Unburned	35	35	2.641313779	0.742912855	0.248177843	2.061423036	21.64584061	0.291024619
SRR10098087	PRJNA564811	Unburned	45	45	2.985422105	0.784262359	0.238766685	2.061423036	25.85561459	0.460524117
SRR10098088	PRJNA564811	Unburned	49	49	3.012576124	0.774078938	0.228100607	2.061423036	29.29549767	0.47381761
SRR10098089	PRJNA564811	Unburned	48	48	3.12177198	0.806409166	0.201636905	2.061423036	30.66561663	0.497347024
SRR10098090	PRJNA564811	Burned	29	29	2.373034833	0.704730132	0.263486655	2.061423036	14.63209532	0.200937406
SRR10098091	PRJNA564811	Burned	67	67	3.136764364	0.746015142	0.208267342	2.061423036	27.16909946	0.173753249
SRR10098092	PRJNA564811	Burned	45	45	2.806527117	0.737267127	0.241342756	2.061423036	22.63958712	0.258307544
SRR10098093	PRJNA564811	Burned	23	23	2.63048165	0.838936853	0.205015674	2.061423036	10.45061532	0.164067281
SRR10098094	PRJNA564811	Burned	20	20	2.54386796	0.849163987	0.195177091	2.061423036	11.303601	0.30067227
SRR10098096	PRJNA564811	Burned	49	49	3.418079639	0.87827273	0.116720517	2.061423036	22.92143727	0.347255812
SRR10098097	PRJNA564811	Burned	56	56	3.315329373	0.823612352	0.199301717	2.061423036	22.684112	0.275550929
SRR10098098	PRJNA564811	Burned	34	34	2.802291188	0.794669509	0.130677291	2.061423036	14.0602674	0.165006462
SRR10098099	PRJNA564811	Burned	18	18	1.708501843	0.591101071	0.39978034	2.061423036	7.965626783	0.106045416
SRR10098100	PRJNA564811	Burned	10	10	1.429506019	0.620826576	0.494305239	2.061423036	4.721310678	0.121350301
SRR10098101	PRJNA564811	Burned	34	34	2.72568849	0.772946632	0.235597592	2.061423036	15.23764661	0.560624218
SRR10098102	PRJNA564811	Burned	35	35	2.620621634	0.73709285	0.217507645	2.061423036	13.59970285	0.377065212
SRR10098103	PRJNA564811	Burned	41	41	3.062973977	0.824805315	0.174186391	2.061423036	18.47587066	0.532166045
SRR10098104	PRJNA564811	Burned	33	33	2.595937591	0.742437288	0.291581109	2.061423036	15.32567758	0.562080266
SRR10098105	PRJNA564811	Burned	24	24	1.60900256	0.506285496	0.517770471	2.058916398	11.70746913	0.388628433
SRR10098106	PRJNA564811	Burned	23	23	1.568191843	0.500141839	0.539644313	2.058686977	12.17602791	0.151017932
SRR10098107	PRJNA564811	Burned	30	30	2.614050592	0.768567742	0.235690236	2.061423036	16.57430556	0.367272057
SRR10098108	PRJNA564811	Burned	33	33	2.978851544	0.851950551	0.173325138	2.061423036	16.8696964	0.422090005
SRR10098109	PRJNA564811	Burned	25	25	2.784721532	0.865122385	0.118575624	2.061423036	9.567984629	0.145223644
SRR10098110	PRJNA564811	Burned	42	42	2.763334394	0.739320131	0.248507463	2.061423036	16.67059651	0.209595211
SRR10098111	PRJNA564811	Burned	38	38	2.783074935	0.765088389	0.241473397	2.061423036	14.56442535	0.26898601
SRR10098112	PRJNA564811	Burned	53	53	2.728047841	0.68711518	0.278795117	2.060924861	22.49136931	0.274783249
SRR10098113	PRJNA564811	Burned	50	50	2.602109452	0.665156991	0.306349206	2.059118144	21.94693951	0.293369261
SRR10098115	PRJNA564811	Burned	40	40	3.284498046	0.890378254	0.094034797	2.061423036	16.37540125	0.191758396
SRR10098116	PRJNA564811	Burned	42	42	3.214475862	0.860021401	0.146067416	2.061423036	19.03444393	0.257985434
SRR10098117	PRJNA564811	Burned	46	46	3.15027751	0.822818641	0.116900033	2.061423036	20.37457386	0.270637912
SRR10098119	PRJNA564811	Burned	55	55	3.126090709	0.780092537	0.202570601	2.061423036	21.67685186	0.217230748
SRR10098120	PRJNA564811	Burned	96	96	3.597718451	0.788221735	0.10491146	2.061423036	33.41498711	0.148241234
SRR10098121	PRJNA564811	Burned	78	78	3.670601938	0.842517158	0.119462771	2.061423036	27.79648584	0.184306709
SRR10098122	PRJNA564811	Burned	34	34	3.00053487	0.850887154	0.13590034	2.061423036	14.54794253	0.513592311
SRR10098123	PRJNA564811	Burned	65	65	3.439237986	0.823890493	0.178009203	2.061423036	25.60976807	0.394415082
SRR10098124	PRJNA564811	Burned	63	63	3.620049389	0.873746481	0.077971777	2.061423036	24.82242	0.359718279
SRR10098125	PRJNA564811	Burned	42	42	3.273361201	0.875775961	0.129766648	2.061423036	19.54043951	0.396604725
SRR10098127	PRJNA564811	Burned	23	23	2.519085319	0.803409334	0.179758308	2.061423036	11.39572767	0.445796272
SRR10098128	PRJNA564811	Burned	48	48	3.153619601	0.814635973	0.108695652	2.061423036	20.51116943	0.282855187
SRR10098129	PRJNA564811	Burned	21	21	2.475635051	0.813143967	0.177040816	2.061423036	10.49648494	0.485439626
SRR10098130	PRJNA564811	Burned	99	99	3.512562501	0.764411509	0.209971671	2.061281985	50.7858256	0.401509932
SRR10098131	PRJNA564811	Burned	82	82	3.268611009	0.741733436	0.231330049	2.061423036	46.33548357	0.464369189
SRR10098132	PRJNA564811	Burned	35	35	2.096512661	0.589678598	0.455357143	2.061423036	16.78044091	0.647445705
SRR10098133	PRJNA564811	Burned	40	40	2.681523019	0.72692075	0.256944444	2.061423036	19.27131311	0.541842913
SRR10098134	PRJNA564811	Burned	29	29	2.629037583	0.780756345	0.241753063	2.061423036	10.76211305	0.208311267
SRR10098138	PRJNA564811	Burned	11	11	1.21557637	0.506934721	0.664310954	2.061423036	5.25228762	0.198946746
SRR10098139	PRJNA564811	Burned	8	8	1.051924137	0.505868579	0.710076046	2.061423036	3.358808504	0.150450136
SRR10098140	PRJNA564811	Burned	44	44	3.261178663	0.861790496	0.111308994	2.061423036	16.0395156	0.241005781
SRR10098141	PRJNA564811	Burned	51	51	3.282202857	0.834778335	0.098184608	2.061423036	19.51203094	0.243692695
SRR10098145	PRJNA564811	Burned	33	33	1.233621249	0.352815267	0.770248597	2.060117615	17.31592884	1.124696731
SRR10098146	PRJNA564811	Burned	43	43	1.2077707	0.321113119	0.788815061	2.060661605	19.69463664	0.360882044
SRR10098148	PRJNA564811	Burned	46	46	2.855190402	0.745745059	0.175522169	2.061423036	21.11316595	0.47628049
SRR10098152	PRJNA564811	Burned	64	64	3.537052984	0.850481467	0.101279318	2.061423036	25.55535023	0.306105941
SRR10098153	PRJNA564811	Burned	45	45	3.202211719	0.841212408	0.137724551	2.061423036	19.08290252	0.224854642
SRR10098154	PRJNA564811	Burned	30	30	2.691041235	0.791204077	0.169934641	2.061423036	12.1229959	0.188246408
SRR10098155	PRJNA564811	Burned	24	24	2.580482512	0.811969416	0.211559433	2.061423036	10.96811163	0.253590239
SRR10098156	PRJNA564811	Burned	56	56	2.992398339	0.743388049	0.213637242	2.061423036	21.07562714	0.267642204
SRR10098157	PRJNA564811	Burned	40	40	2.954931052	0.801037575	0.216387219	2.061423036	13.64771668	0.263725339
SRR10098158	PRJNA564811	Burned	55	55	3.118665895	0.77823973	0.208991169	2.061423036	21.77126012	0.280366467
SRR10098159	PRJNA564811	Burned	55	55	2.674465639	0.667392881	0.253921659	2.059527578	22.83209699	0.468208608
SRR10098160	PRJNA564811	Burned	54	54	3.225731074	0.808659808	0.147974163	2.061423036	22.55093395	0.25151426
SRR10098161	PRJNA564811	Burned	28	28	2.43254602	0.730011022	0.247025892	2.061423036	14.33682002	0.309821979
SRR10098162	PRJNA564811	Burned	31	31	2.345945746	0.683155063	0.254867031	2.055226419	11.80551133	0.228001357
SRR10098163	PRJNA564811	Burned	32	32	2.414516474	0.696682189	0.238912926	2.055623161	13.1967078	0.238244628
SRR10098164	PRJNA564811	Burned	36	36	2.836169614	0.7914482	0.14868656	2.061423036	19.0495903	0.436378046
SRR10098165	PRJNA564811	Burned	39	39	2.878668629	0.785756842	0.144206404	2.061423036	20.7885299	0.437965016
SRR10098166	PRJNA564811	Burned	50	50	2.731843666	0.698319939	0.268732394	2.061423036	24.98141354	0.253868893
SRR10098169	PRJNA564811	Burned	28	28	2.487123357	0.74638977	0.292132369	2.061423036	10.00111869	0.123796887
SRR10098170	PRJNA564811	Burned	23	23	2.347349882	0.748637925	0.270670506	2.061423036	9.234627267	0.165367034
SRR10098171	PRJNA564811	Burned	30	30	2.848997545	0.83764546	0.181266846	2.061423036	11.73373801	0.696139398
SRR10098172	PRJNA564811	Burned	49	49	3.162686162	0.812649588	0.180749747	2.061423036	17.00873639	0.445037635
SRR10098173	PRJNA564811	Burned	42	42	2.943082437	0.787411071	0.237637685	2.061423036	15.14010221	0.330822187
SRR10098174	PRJNA564811	Burned	74	74	3.519960665	0.817822358	0.112535613	2.061423036	37.43661953	0.345852504
SRR10098175	PRJNA564811	Burned	76	76	3.518300147	0.812402859	0.109466543	2.061423036	37.03896445	0.319219757
SRR10098176	PRJNA564811	Burned	86	86	3.831832154	0.860245486	0.064848485	2.061423036	36.59164251	0.354120977
SRR10098177	PRJNA564811	Burned	96	96	3.888394783	0.851905819	0.069429411	2.061423036	42.86064795	0.446383452
SRR10098178	PRJNA564811	Burned	48	48	2.846316094	0.735254017	0.297159505	2.061423036	27.17872682	0.420799859
SRR10098179	PRJNA564811	Burned	58	58	3.170403239	0.780802299	0.251042001	2.061423036	30.97552753	0.279378781
SRR10098181	PRJNA564811	Burned	22	22	2.400822658	0.77670323	0.232142857	2.061423036	11.91085728	0.323271404
SRR10098182	PRJNA564811	Burned	15	15	1.313209667	0.48492811	0.502533784	2.032586009	8.014747731	0.142632536
SRR10098183	PRJNA564811	Burned	37	37	2.113519536	0.585313648	0.369796709	2.057133341	14.30984244	0.124926009
SRR10098184	PRJNA564811	Burned	54	54	3.387116574	0.849117603	0.117567042	2.061423036	20.10576594	0.385905255
SRR10098185	PRJNA564811	Burned	57	57	3.19536235	0.790334363	0.133422487	2.061423036	16.7194174	0.121079551
SRR14144810	PRJNA718337	Burned	239	239	3.899562498	0.712058514	0.141032306	2.061399033	104.3388614	0.314898572
SRR14144811	PRJNA718337	Burned	91	91	2.446057441	0.542259726	0.342506938	2.060744178	49.27231981	0.290988066
SRR14144812	PRJNA718337	Burned	28	28	2.409911746	0.72321844	0.278846154	2.061423036	17.3789757	0.765671015
SRR14144813	PRJNA718337	Burned	49	49	2.79282909	0.71761512	0.257766028	2.061423036	28.44287674	0.652012364
SRR14144814	PRJNA718337	Burned	70	70	2.4344727	0.57301999	0.323831685	2.061423036	39.10596725	0.405727827
